,Operador_Padronizado,Classificacao_da_Ocorrencia,Data_da_Ocorrencia,Municipio,UF,Regiao,Descricao_do_Tipo,Historico,Matricula,Categoria_da_Aeronave,Operador,Tipo_de_Ocorrencia,Fase_da_Operacao,Operacao,Danos_a_Aeronave,Lesoes_Fatais_Tripulantes,Lesoes_Fatais_Passageiros,Lesoes_Fatais_Terceiros,Lesoes_Graves_Tripulantes,Lesoes_Graves_Passageiros,Lesoes_Graves_Terceiros,Lesoes_Leves_Tripulantes,Lesoes_Leves_Passageiros,Lesoes_Leves_Terceiros,Ilesos_Tripulantes,Ilesos_Passageiros,Lesoes_Desconhecidas_Tripulantes,Lesoes_Desconhecidas_Passageiros,Lesoes_Desconhecidas_Terceiros,Modelo,Numero_de_Assentos,Nome_do_Fabricante,Coordenadas
11361,ULTRA PILOTS TÁXI AÉREO LTDA,Acidente,22/10/2022,RIO DE JANEIRO,RJ,Sudeste,COLISÃO COM AVE,"Aeronave decolou do Aeródromo de Jacarepaguá - Roberto Marinho (SBJR), Rio de Janeiro, RJ com destino ao Aeródromo de Jacarepaguá - Roberto Marinho (SBJR), Rio de Janeiro, RJ, por volta das 17h03min (UTC), a fim de realizar voo privado (Panorâmico), com um piloto e quatro passageiros à bordo. Cerca de 15 minutos de voo, a aeronave colidiu com uma ave, vindo a realizar um pouso de emergência na Lagoa Rodrigo de Freitas.",PSUPS,D15,ULTRA PILOTS TÁXI AÉREO LTDA,BIRD,Cruzeiro,Táxi Aéreo,Substancial,,,,,,,,,,1.0,4.0,,,,R66,5.0,ROBINSON HELICOPTER,"-22,5801 -43,1236"
11362,"AMBIPAR FLYONE SERVICO AEREO ESPECIALIZADO, COMERCIO E SERVICOS S.A.",Acidente,25/11/2022,PORTO NACIONAL,TO,Norte,CORTANTE DE VENTO / TEMPESTADE,"A aeronave decolou do Estádio de Futebol São Salvador Futebol Clube (ZZZZ) localizado no município de São Salvador do Tocantins, TO, por volta das 16h45min (UTC), com destino ao Aeródromo Brigadeiro Lysias Rodrigues (SBPJ), Palmas, TO, para um voo de translado, com um piloto e um passageiro a bordo. Durante voo de cruzeiro a aeronave se deparou com mau tempo, vindo a colidir contra o solo em área rural.",PSMEK,M43,"AMBIPAR FLYONE SERVICO AEREO ESPECIALIZADO, COMERCIO E SERVICOS S.A.",WSTRW,Cruzeiro,Operação Policial,Substancial,,1.0,,1.0,,,,,,,,,,,AS 365 N2,10.0,EUROCOPTER FRANCE,"-10,5018 -48,1805"
11365,"AMBIPAR FLYONE SERVICO AEREO ESPECIALIZADO, COMERCIO E SERVICOS S.A.",Acidente,25/11/2022,PORTO NACIONAL,TO,Norte,VOO CONTROLADO CONTRA O TERRENO,"A aeronave decolou do Estádio de Futebol São Salvador Futebol Clube (ZZZZ) localizado no município de São Salvador do Tocantins, TO, por volta das 16h45min (UTC), com destino ao Aeródromo Brigadeiro Lysias Rodrigues (SBPJ), Palmas, TO, para um voo de translado, com um piloto e um passageiro a bordo. Durante voo de cruzeiro a aeronave se deparou com mau tempo, vindo a colidir contra o solo em área rural.",PSMEK,M43,"AMBIPAR FLYONE SERVICO AEREO ESPECIALIZADO, COMERCIO E SERVICOS S.A.",CFIT,Cruzeiro,Operação Policial,Substancial,,1.0,,1.0,,,,,,,,,,,AS 365 N2,10.0,EUROCOPTER FRANCE,"-10,5018 -48,1805"
11374,VOARE TÁXI AÉREO LTDA,Ocorrência Anormal,01/08/2022,CANTÁ,RR,Norte,OUTROS,"A aeronave estava estacionada no aeródromo Pouso da Águia, Cantá, RR, sem intencões de voo, quando sofreu a ação de uma rajada de vento e deslocou-se lateralmente.",PTXCG,TPX,VOARE TÁXI AÉREO LTDA,OTHR,,Táxi Aéreo,Leve,,,,,,,,,,,,,,,U206G,6.0,CESSNA AIRCRAFT,"2,78361 -60,5878"
11377,RIO IVAI EMPREENDIMENTOS E PARTICIPACOES LTDA.,Incidente Grave,26/10/2022,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,"A aeronave PS-HAI decolou do Aeródromo Helicidade (SIBH), São Paulo, SP, para treinamento de voo IFR, com dois tripulantes a bordo. A aeronave PT-SVB decolou do aeródromo de Congonhas, São Paulo, SP, para treinamento de voo IFR, com dois tripulantes a bordo. Durante a realização de procedimentos IFR nas proximidades do aeródromo Professor Urbano Ernesto Stumpf (SBSJ), São José dos Campos, SP, ocorreu a perda de separação entre as aeronaves, tendo o PT-SVB realizado manobra evasiva após aviso no TCAS.",PTSVB,TPP,RIO IVAI EMPREENDIMENTOS E PARTICIPACOES LTDA.,MAC,Procedimento de Aproximação,Voo Privado,Nenhum,,,,,,,,,,2.0,,,,,A109E,8.0,AGUSTA,"-23,0854 -45,5041"
11378,GATE TAXI AEREO LTDA,Incidente Grave,26/10/2022,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,"A aeronave PS-HAI decolou do Aeródromo Helicidade (SIBH), São Paulo, SP, para treinamento de voo IFR, com dois tripulantes a bordo. A aeronave PT-SVB decolou do aeródromo de Congonhas, São Paulo, SP, para treinamento de voo IFR, com dois tripulantes a bordo. Durante a realização de procedimentos IFR nas proximidades do aeródromo Professor Urbano Ernesto Stumpf (SBSJ), São José dos Campos, SP, ocorreu a perda de separação entre as aeronaves, tendo o PT-SVB realizado manobra evasiva após aviso no TCAS.",PTSVB,TPP,GATE TAXI AEREO LTDA,MAC,Procedimento de Aproximação,Voo Privado,Nenhum,,,,,,,,,,2.0,,,,,A109E,8.0,AGUSTA,"-23,0854 -45,5041"
11381,MABEX REPRESENTAÇÕES E PARTICIPAÇÕES LTDA,Incidente Grave,26/10/2022,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,PERDA DE SEPARAÇÃO / COLISÃO EM VOO,"A aeronave PS-HAI decolou do Aeródromo Helicidade (SIBH), São Paulo, SP, para treinamento de voo IFR, com dois tripulantes a bordo. A aeronave PT-SVB decolou do aeródromo de Congonhas, São Paulo, SP, para treinamento de voo IFR, com dois tripulantes a bordo. Durante a realização de procedimentos IFR nas proximidades do aeródromo Professor Urbano Ernesto Stumpf (SBSJ), São José dos Campos, SP, ocorreu a perda de separação entre as aeronaves, tendo o PT-SVB realizado manobra evasiva após aviso no TCAS.",PSHAI,TPP,MABEX REPRESENTAÇÕES E PARTICIPAÇÕES LTDA,MAC,Procedimento de Aproximação,Voo Privado,Nenhum,,,,,,,,,,2.0,,,,,BK117 D-3,10.0,AIRBUS HELICOPTERS DEUTSCHLAND,"-23,0854 -45,5041"
11402,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,Incidente,07/05/2022,GUARULHOS,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeroporto de Guarulhos - Governador André Franco Montoro (SBGR), São Paulo, SP, com destino ao Aeroporto Santos Dumont (SBRJ), Rio de Janeiro, RJ, a fim de realizar transporte aéreo público regular, com cinco tripulantes e oitenta e sete passageiros a bordo. Durante a subida, a aeronave apresentou mensagem no EICAS de falha no sistema gerador. Após a realização dos procedimentos previstos no QRH, o voo retornou para o aeródromo de origem.",PRAUI,TPR,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,SCF-NP,Subida,Voo Regular,Nenhum,,,,,,,,,,5.0,87.0,,,,ERJ 190-200 LR,125.0,EMBRAER,"-23,4356 -46,4731"
11404,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,Incidente,09/04/2022,RIO DE JANEIRO,RJ,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo Santos Dumont (SBRJ), Rio de Janeiro, RJ, com destino ao Aeródromo de Viracopos (SBKP), Campinas, SP com 05 (cinco) tripulantes e 75 (setenta e cinco) passageiros a bordo, a fim de realizar transporte público aéreo regular. Durante a fase de subida, próximo ao FL 200, a aeronave apresentou falha no aquecimento do para-brisa do lado direito, ocasionando uma trinca no mesmo. A tripulação decidiu alternar para o Aeródromo Antônio Carlos Jobim (SBGL), Rio de Janeiro, RJ, onde pousou sem maiores intercorrências.",PRAYE,TPR,AZUL LINHAS AÉREAS BRASILEIRAS S.A.,SCF-NP,Subida,Voo Regular,Nenhum,,,,,,,,,,5.0,75.0,,,,ERJ 190-200 LR,126.0,EMBRAER,"-22,81 -43,2506"
11405,GTA NEGÓCIOS LTDA,Incidente,19/08/2022,PORTO ALEGRE,RS,Sul,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do aeródromo Costa Esmeralda (SDEN), no município de Porto Belo, SC, com destino ao aeródromo de Belém Novo (SSBN), no município de Porto Alegre, RS, aproximadamente às 12h00min (UTC), a fim de realizar voo privado, com um piloto e dois passageiros a bordo. Por volta das 14h10min (UTC), ao realizar o abaixamento do trem de pouso, a tripulação verificou que o trem de pouso auxiliar não abaixou completamente, na sequência foi realizado o abaixamento do trem de pouso pelo sistema de emergência e o pouso ocorreu normalmente.",PTNEZ,TPP,GTA NEGÓCIOS LTDA,SCF-NP,Aproximação,Voo Privado,Nenhum,,,,,,,,,,1.0,2.0,,,,EMB-711C,4.0,NEIVA,"-30,1892 -51,1825"
11414,APUÍ TÁXI AÉREO S/A,Ocorrência Anormal,05/04/2022,MANAUS,AM,Norte,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeroporto Internacional Eduardo Gomes (SBEG), Manaus, AM, com destino ao Aeroporto de Manicoré (SBMY), Manicoré, AM, a fim de realizar transporte de passageiros, com dois tripulantes e treze passageiros a bordo. Durante o voo, ocorreu o acendimento das luzes de alarme de falha hidráulica. Após a realização dos procedimentos previstos, o voo retornou para o aeródromo de origem.",PTODY,TPX,APUÍ TÁXI AÉREO S/A,SCF-NP,Cruzeiro,Táxi Aéreo,Nenhum,,,,,,,,,,2.0,13.0,,,,EMB-110,17.0,EMBRAER,"-3,65444 -60,3822"
11415,AERO AGRICOLA CEU AZUL LTDA,Acidente,06/04/2022,ESPIGÃO D'OESTE,RO,Norte,INDETERMINADO,"A aeronave decolou de uma área de pouso eventual com o objetivo de lançar defensivo agrícola em uma área de pasto de uma fazenda próxima, com um tripulante a bordo. A aeronave não retornou para pouso e foi encontrada acidentada em uma área de mata.",PTGFI,TPP,AERO AGRICOLA CEU AZUL LTDA,UNK,Indeterminada,Operação Agrícola,Substancial,1.0,,,,,,,,,,,,,,EMB-201,1.0,NEIVA,"-11,2507 -60,8434"
11416,KEYNER ALEXANDER CHOO KAM CHUNG GONZALEZ,Acidente,13/07/2022,MUCAJAÍ,RR,Norte,INDETERMINADO,"A origem e o destino eram desconhecidos, bem como a finalidade do voo. De acordo com informações colhidas com a Autoridade Policial, a aeronave fez um pouso forçado em área de fazenda, localizada no município de Mucajaí, RR. Estavam a bordo três ocupantes. Após o pouso forçado, terceiros resgataram os ocupantes e incendiaram a aeronave.",PTIDG,TPP,KEYNER ALEXANDER CHOO KAM CHUNG GONZALEZ,UNK,Outras,Voo Privado,Destruída,,,,,,,,,,,,1.0,,2.0,182P,4.0,CESSNA AIRCRAFT,"2,4404 -60,9267"
11420,ONE INTERNET S.A.,Incidente,10/06/2022,SÃO PAULO,SP,Sudeste,COLISÃO COM AVE,"Durante a decolagem do Aeródromo Campo de Marte (SBMT), São Paulo, SP, com destino ao Aeródromo Cataratas (SBFI), Foz do Iguaçu, PR, às 14h42min (UTC), a fim de realizar um voo privado de transporte de pessoal, com dois pilotos e oito passageiros a bordo, a tripulação percebeu um ruído anormal e realizou o procedimento de abortiva da decolagem. Após o regresso e parada no hangar, constatou-se que houve a ingestão de um pássaro pelo motor direito da aeronave.",PSOIG,TPP,ONE INTERNET S.A.,BIRD,Decolagem,Voo Privado,Leve,,,,,,,,,,2.0,8.0,,,,560XL,11.0,TEXTRON AVIATION,"-23,5067 -46,6339"
11427,HELIC FLY TAXI E SERVICOS AEREOS ESPECIALIZADOS LTDA,Acidente,20/06/2022,UBÁ,MG,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Heliporto Sinal Empreendimentos (SJUY), Rio das Ostras, RJ, aproximadamente, às 17h00min (UTC), com destino ao Aeródromo Carlos Prates (SBPR), Belo Horizonte, MG, para um voo privado, com um piloto e um passageiro a bordo. Durante a rota, a piloto realizou um pouso de emergência fora de aeródromo.",PPMDS,M35,HELIC FLY TAXI E SERVICOS AEREOS ESPECIALIZADOS LTDA,SCF-NP,Cruzeiro,Táxi Aéreo,Substancial,,,,,,,1.0,,,,1.0,,,,R44,4.0,ROBINSON HELICOPTER,"-21,0294 -43,0797"
11428,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS ¿ IBAMA,Incidente,09/08/2022,SÃO FÉLIX DO XINGU,PA,Norte,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,"A aeronave decolou da Fazenda Cupim (ZZZZ), São Félix do Xingú, PA, por volta das 18h00min (UTC), a fim de efetuar voo de combate a ilícitos ambientais, com 2 (dois) tripulantes e 1 (um) passageiro a bordo. Durante a aproximação para pouso, ocorreu a necessidade de uma arremetida, devido à quantidade de poeira, para pouso em outra área. Após o pouso, corte do motor e parada dos rotores, a tripulação foi informada que um fio secundário de rede elétrica havia sido cortado. A tripulação verificou um arranhão em uma das pás do rotor de cauda.",PRHCT,AIF,INSTITUTO BRASILEIRO DO MEIO AMBIENTE E DOS RECURSOS NATURAIS RENOVÁVEIS ¿ IBAMA,CTOL,Arremetida,Operação Policial,Leve,,,,,,,,,,2.0,1.0,,,,AS 350 B2,6.0,HELIBRAS,"-5,43138 -51,0242"
11429,MANUEL JOAQUIM ALMEIDA TOME,Incidente,29/08/2022,MARABÁ,PA,Norte,CONTATO ANORMAL COM A PISTA,"A aeronave decolou do Aeródromo de Tucuruí (SBTU), Tucuruí, PA, com destino ao Aeroporto João Correa da Rocha (SBMA), Marabá, PA, por volta das 12h40min (UTC), a fim de realizar voo de translado, com um piloto a bordo. Durante o pouso pela cabeceira 07 de SBMA, a hélice da aeronave tocou o pavimento da pista.",PRYZY,TPP,MANUEL JOAQUIM ALMEIDA TOME,ARC,Pouso,Voo Privado,Leve,,,,,,,,,,1.0,,,,,M20K,4.0,MOONEY AIRCRAFT,"-5,36806 -49,1381"
11432,AZUL,Incidente,25/09/2022,CAMPINAS,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do aeródromo Viracopos (SBKP), Campinas, SP, com destino ao aeródromo Estadual Dario Guarita (SBAU), Araçatuba, SP, com 04 (quatro) tripulantes e 67 (sessenta e sete) passageiros a bordo, a fim de realizar transporte aéreo público regular. Durante a subida, a aeronave apresentou mensagem de falha no sistema de ventilação. Após a execução de procedimentos previstos em manual, a aeronave retornou ao aeródromo de origem, onde pousou sem maiores intercorrências.",PRAKI,TPR,AZUL LINHAS AEREAS BRASILEIRAS S.A,SCF-NP,Subida,Voo Regular,Nenhum,,,,,,,,,,4.0,67.0,,,,ATR-72-212A,76.0,AEROSPATIALE AND ALENIA,"-23,0025 -47,0804"
11434,GOL LINHAS ÁEREAS S/A,Incidente,20/10/2022,JUAZEIRO DO NORTE,CE,Nordeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo Governador André Franco Montoro (SBGR), Guarulhos, SP, com destino ao Aeródromo Orlando Bezerra de Menezes (SBJU), Juazeiro do Norte, BA, com 06 (seis) tripulantes e 131 (centro e trinta e um) passageiros a bordo, afim de realizar transporte aéreo público regular. Durante inspeção pós pouso da aeronave, foi verificado que o pneu interno do trem de pouso esquerdo estava estourado e os flapes tinham mossas, além de manchas de pneu em torno da fuselagem.",PRXMW,TPR,GOL LINHAS ÁEREAS S/A,SCF-NP,Pouso,Voo Regular,Leve,,,,,,,,,,6.0,131.0,,,,737-8 MAX,196.0,BOEING COMPANY,"-7,1309 -39,161"
11441,PULVESUL AVIACAO AGRICOLA LTDA,Incidente Grave,20/08/2022,ANDRADINA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou da área de pouso para uso aeroagrícola da Usina GASA (ZZZZ), no município de Andradina, SP, a fim de realizar voo de aplicação de defensivo agrícola em área de cultivo, com um tripulante a bordo. Após a decolagem, a aeronave apresentou perda de desempenho e realizou pouso de emergência em uma estrada.",PTUDI,S11,PULVESUL AVIACAO AGRICOLA LTDA,SCF-PP,Subida,Operação Agrícola,Leve,,,,,,,,,,1.0,,,,,EMB-201A,1.0,NEIVA,"-20,7906 -51,1873"
11446,AEROCLUBE DE SAO JOSE DOS CAMPOS,Incidente,19/06/2022,SÃO JOSÉ DOS CAMPOS,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do aeródromo Professor Urbano Ernesto Stumpf (SBSJ), São José dos Campos, SP, a fim de realizar um voo local de instrução, com um instrutor e um aluno a bordo. Durante execução do procedimento ILS, ocorreu a perda momentânea dos indicadores de atitude. A indicação de um dos instrumentos foi recuperada depois de alguns segundos e o pouso foi realizado de maneira segura.",PTNTH,PRI,AEROCLUBE DE SAO JOSE DOS CAMPOS,SCF-NP,Procedimento de Aproximação,Voo Privado,Nenhum,,,,,,,,,,2.0,,,,,EMB-712,4.0,NEIVA,"-23,2288 -45,8711"
11447,DUX EXPRESS TRANSPORTES AÉREOS S.A,Incidente,24/10/2022,VITÓRIA,ES,Sudeste,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)","A aeronave PT-TMT decolou do aeroporto Eurico de Aguiar Salles (SBVT), Vitória, ES, com destino ao aeroporto de Congonhas (SBSP), São Paulo, SP, com 127 (cento e vinte e sete) passageiros e cinco tripulantes a bordo, a fim de realizar um voo de transporte aéreo público regular. Durante o táxi, a aeronave foi autorizada a alinhar e decolar da pista 02, sendo que havia a aproximação final do tráfego do PS-DUA para aquela mesma pista. O PT-TMT foi instruído a parar o seu movimento de entrada na pista e o PS-DUA foi instruído a arremeter.",PSDUA,TPX,DUX EXPRESS TRANSPORTES AÉREOS S.A,ATM/CNS,Aproximação,Táxi Aéreo,Nenhum,,,,,,,,,,1.0,,,,,208B,11.0,CESSNA AIRCRAFT,"-20,1529 -40,1711"
11448,DUX EXPRESS TRANSPORTES AÉREOS S.A,Incidente,24/10/2022,VITÓRIA,ES,Sudeste,INCURSÃO EM PISTA,"A aeronave PT-TMT decolou do aeroporto Eurico de Aguiar Salles (SBVT), Vitória, ES, com destino ao aeroporto de Congonhas (SBSP), São Paulo, SP, com 127 (cento e vinte e sete) passageiros e cinco tripulantes a bordo, a fim de realizar um voo de transporte aéreo público regular. Durante o táxi, a aeronave foi autorizada a alinhar e decolar da pista 02, sendo que havia a aproximação final do tráfego do PS-DUA para aquela mesma pista. O PT-TMT foi instruído a parar o seu movimento de entrada na pista e o PS-DUA foi instruído a arremeter.",PSDUA,TPX,DUX EXPRESS TRANSPORTES AÉREOS S.A,RI,Aproximação,Táxi Aéreo,Nenhum,,,,,,,,,,1.0,,,,,208B,11.0,CESSNA AIRCRAFT,"-20,1529 -40,1711"
11449,TAM LINHAS AÉREAS S.A,Incidente,24/10/2022,VITÓRIA,ES,Sudeste,"GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS)","A aeronave PT-TMT decolou do aeroporto Eurico de Aguiar Salles (SBVT), Vitória, ES, com destino ao aeroporto de Congonhas (SBSP), São Paulo, SP, com 127 (cento e vinte e sete) passageiros e cinco tripulantes a bordo, a fim de realizar um voo de transporte aéreo público regular. Durante o táxi, a aeronave foi autorizada a alinhar e decolar da pista 02, sendo que havia a aproximação final do tráfego do PS-DUA para aquela mesma pista. O PT-TMT foi instruído a parar o seu movimento de entrada na pista e o PS-DUA foi instruído a arremeter.",PTTMT,TPR,TAM LINHAS AÉREAS S.A,ATM/CNS,Decolagem,Voo Regular,Nenhum,,,,,,,,,,5.0,127.0,,,,A319-132,153.0,AIRBUS S.A.S.,"-20,1529 -40,1711"
11450,FRANCORCHAMPS ADMINISTRAÇÃO PARTICIPAÇÓES LTDA,Incidente,23/11/2022,JUNDIAÍ,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,"A aeronave decolou do Aeródromo Comandante Rolim Adolfo Amaro (SBJD), Jundiaí, SP, para voo local com dois tripulantes a bordo. Durante o pouso, houve o estouro dos dois pneus do trem de pouso principal. A aeronave parou sobre a pista.",PPNNN,TPP,FRANCORCHAMPS ADMINISTRAÇÃO PARTICIPAÇÓES LTDA,SCF-NP,Pouso,Voo Privado,Leve,,,,,,,,,,2.0,,,,,510,6.0,CESSNA AIRCRAFT,"-23,1054 -46,5637"
11451,TAM LINHAS AÉREAS S.A,Incidente,24/10/2022,VITÓRIA,ES,Sudeste,INCURSÃO EM PISTA,"A aeronave PT-TMT decolou do aeroporto Eurico de Aguiar Salles (SBVT), Vitória, ES, com destino ao aeroporto de Congonhas (SBSP), São Paulo, SP, com 127 (cento e vinte e sete) passageiros e cinco tripulantes a bordo, a fim de realizar um voo de transporte aéreo público regular. Durante o táxi, a aeronave foi autorizada a alinhar e decolar da pista 02, sendo que havia a aproximação final do tráfego do PS-DUA para aquela mesma pista. O PT-TMT foi instruído a parar o seu movimento de entrada na pista e o PS-DUA foi instruído a arremeter.",PTTMT,TPR,TAM LINHAS AÉREAS S.A,RI,Decolagem,Voo Regular,Nenhum,,,,,,,,,,5.0,127.0,,,,A319-132,153.0,AIRBUS S.A.S.,"-20,1529 -40,1711"
11458,,Ocorrência de Solo,18/01/2022,CAMPO GRANDE,MS,Centro-Oeste,OUTROS,"A aeronave estava estacionada no Aeródromo de Campo Grande (SBCG), Campo Grande, MS, sem intenção de voo e sem pessoas a bordo. Durante condições meteorológicas adversas, uma rajada de vento deslocou a aeronave pelo pátio até cair em uma vala de drenagem do aeródromo.",N8523C,Estrangeira,,OTHR,Estacionamento,Operação Agrícola,Leve,,,,,,,,,,,,,,,,,,"-20,4694 -54,6703"
11459,AZUL,Incidente,04/01/2022,RECIFE,PE,Nordeste,OUTROS,"A aeronave decolou do Aeroporto Presidente Juscelino Kubitschek (SBBR), Brasília, DF, com destino ao Aeroporto dos Guararapes/Gilberto Freyre (SBRF), Recife, PE, a fim de realizar transporte aéreo público regular, com seis tripulantes e cento e trinta e oito passageiros a bordo. Durante o voo, ao movimentar-se dentro da cabine de comando, o copiloto sofreu uma lesão no ombro. Outro tripulante estava a bordo e assumiu as funções. O pouso foi efetuado sem intercorrências.",PRYRN,TPR,AZUL LINHAS AEREAS BRASILEIRAS S.A,OTHR,Cruzeiro,Voo Regular,Nenhum,,,,,,,1.0,,,5.0,138.0,,,,A320-253N,182.0,AIRBUS S.A.S.,"-8,12639 -34,9228"
11460,E.A. DOS SANTOS CONSTRUÇÕES,Incidente,09/02/2022,BRAGANÇA PAULISTA,SP,Sudeste,OUTROS,"A aeronave decolou do Aeródromo de Bebedouro (SDBB), em Bebedouro, SP, com destino ao aeródromo Mario de Almeida Franco (SBUR), em Uberaba, MG, para voo privado, com um piloto a bordo. Após pouso intermediário para reabastecimento no aeródromo Estadual Arthur Siqueira (SBBP), em Bragança Paulista, SP, durante a decolagem, houve variação de RPM do motor, ao que o piloto efetuou a abortiva. Após a desaceleração da aeronave, houve o corte involuntário do motor.",PTCHQ,TPP,E.A. DOS SANTOS CONSTRUÇÕES,OTHR,Decolagem,Voo Privado,Nenhum,,,,,,,,,,1.0,,,,,172F,4.0,CESSNA AIRCRAFT,"-22,98 -46,54"
11461,E.A. DOS SANTOS CONSTRUÇÕES,Incidente,09/02/2022,BRAGANÇA PAULISTA,SP,Sudeste,FALHA OU MAU FUNCIONAMENTO DO MOTOR,"A aeronave decolou do Aeródromo de Bebedouro (SDBB), em Bebedouro, SP, com destino ao aeródromo Mario de Almeida Franco (SBUR), em Uberaba, MG, para voo privado, com um piloto a bordo. Após pouso intermediário para reabastecimento no aeródromo Estadual Arthur Siqueira (SBBP), em Bragança Paulista, SP, durante a decolagem, houve variação de RPM do motor, ao que o piloto efetuou a abortiva. Após a desaceleração da aeronave, houve o corte involuntário do motor.",PTCHQ,TPP,E.A. DOS SANTOS CONSTRUÇÕES,SCF-PP,Decolagem,Voo Privado,Nenhum,,,,,,,,,,1.0,,,,,172F,4.0,CESSNA AIRCRAFT,"-22,98 -46,54"
